Id,trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amount,state,zip,fraud_risk
1333,21,19,2,2022,11,9101000076,48,2.4,34,14733,0
1334,21,19,2,2022,7,9101000077,43,98.47,48,54154,0
1335,22,19,2,2022,11,9101000078,63,912.71,27,28372,1
1336,22,19,2,2022,12,9101000079,54,949.57,42,38079,1
1337,22,19,2,2022,12,9101000080,38,598.9,22,48088,1
1338,22,19,2,2022,12,9101000081,63,1093.85,27,28372,1
1339,22,19,2,2022,9,9101000082,63,7.88,27,28372,1
1340,22,19,2,2022,8,9101000083,63,779.87,27,28372,1
1341,22,19,2,2022,9,9101000084,54,7.59,42,38079,1
1342,22,19,2,2022,11,9101000085,38,942.86,22,48088,1
1343,22,19,2,2022,12,9101000086,38,815.48,22,48088,1
1344,23,19,2,2022,11,9101000087,54,1042.38,42,38079,1
1345,23,19,2,2022,1,9101000088,39,12.5,4,95827,0
1346,23,19,2,2022,4,9101000089,26,328.17,43,79085,1
1347,23,19,2,2022,7,9101000090,26,17.21,43,79085,1
1348,23,19,2,2022,4,9101000091,63,316.4,27,28372,1
1349,23,19,2,2022,6,9101000092,38,182.62,22,48088,1
1350,23,19,2,2022,11,9101000093,26,1028.7,43,79085,1
1351,23,19,2,2022,11,9101000094,54,1031.72,42,38079,1
1352,0,20,2,2022,3,9101000095,30,50.53,34,11955,0
1353,0,20,2,2022,2,9101000096,83,6.56,23,55001,1
1354,1,20,2,2022,2,9101000097,83,10.46,23,55001,1
1355,5,20,2,2022,8,9101000098,31,18.28,38,15486,0
1356,8,20,2,2022,8,9101000099,48,4.42,49,24927,0
1357,9,20,2,2022,4,9101000100,53,105.32,37,97452,0
1358,12,20,2,2022,6,9101000101,51,46.86,48,53926,0
1359,16,20,2,2022,11,9101000102,34,1.63,43,77007,0
1360,16,20,2,2022,6,9101000103,64,6.2,38,16048,0
1361,22,20,2,2022,10,9101000104,83,16.42,23,55001,1
1362,22,20,2,2022,7,9101000105,55,47.95,35,44702,0
1363,23,20,2,2022,11,9101000106,63,1004.14,27,28372,1
1364,23,20,2,2022,7,9101000107,83,20.15,23,55001,1
1365,3,21,2,2022,8,9101000108,32,726.14,14,60091,1
1366,14,21,2,2022,11,9101000109,32,1031.32,14,60091,1
1367,17,21,2,2022,0,9101000110,29,270.35,44,84532,0
1368,17,21,2,2022,1,9101000111,33,84.37,20,21872,0
1369,21,21,2,2022,8,9101000112,32,823.23,14,60091,1
1370,22,21,2,2022,13,9101000113,83,8.76,23,55001,1
1371,22,21,2,2022,1,9101000114,80,13.9,2,72524,0
1372,22,21,2,2022,11,9101000115,83,833.36,23,55001,1
1373,22,21,2,2022,5,9101000116,32,17.7,14,60091,1
1374,22,21,2,2022,11,9101000117,83,1054.22,23,55001,1
1375,23,21,2,2022,11,9101000118,32,1025.92,14,60091,1
1376,23,21,2,2022,7,9101000119,32,21.51,14,60091,1
1377,23,21,2,2022,8,9101000120,83,934.81,23,55001,1
1378,23,21,2,2022,11,9101000121,83,1126.71,23,55001,1
1379,0,22,2,2022,0,9101000122,35,479.42,45,22046,1
1380,1,22,2,2022,4,9101000123,32,349.92,14,60091,1
1381,1,22,2,2022,4,9101000124,77,119.39,36,74633,0
1382,2,22,2,2022,4,9101000125,32,304.75,14,60091,1
1383,2,22,2,2022,11,9101000126,35,1001.75,45,22046,1
1384,2,22,2,2022,12,9101000127,35,704.03,45,22046,1
1385,2,22,2,2022,12,9101000128,35,749.49,45,22046,1
1386,3,22,2,2022,2,9101000129,52,6.23,22,48436,1
1387,5,22,2,2022,3,9101000130,33,47.67,14,60072,0
1388,6,22,2,2022,12,9101000131,48,906.23,1,36749,1
1389,7,22,2,2022,4,9101000132,33,225.48,22,48438,0
1390,12,22,2,2022,5,9101000133,33,123.23,35,45106,0
1391,13,22,2,2022,1,9101000134,48,114.15,1,36749,1
1392,13,22,2,2022,6,9101000135,33,10.67,20,21872,0
1393,15,22,2,2022,10,9101000136,46,57.38,1,35811,0
1394,18,22,2,2022,6,9101000137,67,120.67,18,70732,0
1395,18,22,2,2022,5,9101000138,42,60.05,23,56546,0
1396,20,22,2,2022,0,9101000139,54,74.4,43,76366,0
1397,21,22,2,2022,1,9101000140,34,215.52,27,28659,0
1398,22,22,2,2022,10,9101000141,35,20.78,45,22046,1
1399,22,22,2,2022,12,9101000142,52,997.72,22,48436,1
1400,22,22,2,2022,6,9101000143,48,218.32,1,36749,1
1401,22,22,2,2022,7,9101000144,35,22.06,45,22046,1
1402,22,22,2,2022,12,9101000145,32,744.65,14,60091,1
1403,22,22,2,2022,5,9101000146,35,22.85,45,22046,1
1404,22,22,2,2022,11,9101000147,32,983.73,14,60091,1
1405,23,22,2,2022,11,9101000148,32,1014.39,14,60091,1
1406,23,22,2,2022,10,9101000149,24,46.7,42,37138,0
1407,23,22,2,2022,11,9101000150,52,961.2,22,48436,1
1408,1,23,2,2022,2,9101000151,35,9.59,45,22046,1
1409,1,23,2,2022,11,9101000152,48,1003.34,1,36749,1
1410,1,23,2,2022,12,9101000153,48,1069.04,1,36749,1
1411,1,23,2,2022,2,9101000154,52,6.78,22,48436,1
1412,2,23,2,2022,11,9101000155,40,79.51,35,45808,0
1413,3,23,2,2022,4,9101000156,52,278.87,22,48436,1
1414,7,23,2,2022,2,9101000157,51,63.19,22,48221,0
1415,11,23,2,2022,12,9101000158,63,13.96,4,92210,0
1416,13,23,2,2022,8,9101000159,52,782.17,22,48436,1
1417,14,23,2,2022,11,9101000160,52,970.02,22,48436,1
1418,14,23,2,2022,5,9101000161,45,9.84,38,15217,0
1419,15,23,2,2022,6,9101000162,64,18.67,4,94971,0
1420,16,23,2,2022,12,9101000163,46,1.09,38,15920,0
1421,22,23,2,2022,8,9101000164,52,828.62,22,48436,1
1422,22,23,2,2022,10,9101000165,48,20.6,1,36749,1
1423,22,23,2,2022,1,9101000166,48,121.17,1,36749,1
1424,23,23,2,2022,6,9101000167,33,81.92,19,1843,0
1425,1,24,2,2022,8,9101000168,44,867.56,48,53801,1
1426,2,24,2,2022,9,9101000169,46,9.29,4,92585,0
1427,3,24,2,2022,4,9101000170,44,357.78,48,53801,1
1428,3,24,2,2022,4,9101000171,67,305.84,21,4286,1
1429,4,24,2,2022,3,9101000172,66,104.89,34,14425,0
1430,7,24,2,2022,4,9101000173,34,85.84,17,40914,0
1431,7,24,2,2022,4,9101000174,44,379.73,48,53801,1
1432,10,24,2,2022,0,9101000175,90,9.25,34,14445,0
1433,13,24,2,2022,6,9101000176,34,84.27,48,53924,0
1434,14,24,2,2022,7,9101000177,19,9.67,12,52563,0
1435,16,24,2,2022,6,9101000178,54,118.37,26,59542,0
1436,16,24,2,2022,12,9101000179,31,3.44,45,24340,0
1437,17,24,2,2022,12,9101000180,67,916.56,21,4286,1
1438,21,24,2,2022,12,9101000181,23,3413.05,22,49628,0
1439,22,24,2,2022,1,9101000182,44,125.12,48,53801,1
1440,23,24,2,2022,5,9101000183,44,18.83,48,53801,1
1441,0,25,2,2022,4,9101000184,22,311.02,12,51006,1
1442,0,25,2,2022,4,9101000185,93,287.45,34,14532,1
1443,0,25,2,2022,4,9101000186,22,298.7,29,68375,1
1444,0,25,2,2022,2,9101000187,22,10.44,29,68375,1
1445,1,25,2,2022,4,9101000188,22,300.27,29,68375,1
1446,1,25,2,2022,4,9101000189,22,299.49,29,68375,1
1447,1,25,2,2022,4,7005000000,22,302.05,12,51006,1
1448,1,25,2,2022,2,7005000001,67,17.22,21,4286,1
1449,1,25,2,2022,2,7005000002,44,8.75,48,53801,1
1450,1,25,2,2022,12,7005000003,59,42.66,21,4680,0
1451,1,25,2,2022,2,7005000004,57,50.89,35,43903,0
1452,2,25,2,2022,2,7005000005,22,9.21,29,68375,1
1453,2,25,2,2022,8,7005000006,44,765.47,48,53801,1
1454,2,25,2,2022,2,7005000007,81,14.02,34,10553,1
1455,2,25,2,2022,2,7005000008,53,78.04,43,76857,0
1456,2,25,2,2022,4,7005000009,22,292.71,12,51006,1
1457,3,25,2,2022,4,7005000010,44,369.96,48,53801,1
1458,3,25,2,2022,4,7005000011,44,340.69,48,53801,1
1459,3,25,2,2022,4,7005000012,22,285.81,29,68375,1
1460,3,25,2,2022,2,7005000013,70,53.28,29,68973,0
1461,3,25,2,2022,4,7005000014,93,320.83,34,14532,1
1462,4,25,2,2022,12,7005000015,82,1.44,48,54981,0
1463,4,25,2,2022,0,7005000016,58,6.88,9,33417,0
1464,5,25,2,2022,2,7005000017,63,43.19,37,97441,0
1465,6,25,2,2022,4,7005000018,22,320.85,12,51006,1
1466,7,25,2,2022,11,7005000019,82,7.77,34,11419,0
1467,10,25,2,2022,4,7005000020,47,111.25,12,51521,0
1468,10,25,2,2022,2,7005000021,17,60.34,25,38677,0
1469,10,25,2,2022,4,7005000022,22,279.59,12,51006,1
1470,12,25,2,2022,5,7005000023,43,67.46,2,72011,0
1471,14,25,2,2022,7,7005000024,22,20.27,29,68375,1
1472,14,25,2,2022,6,7005000025,46,43.65,12,50664,0
1473,14,25,2,2022,7,7005000026,44,41.22,10,31042,0
1474,16,25,2,2022,6,7005000027,26,64.88,24,64058,0
1475,16,25,2,2022,8,7005000028,19,14.77,43,77566,0
1476,17,25,2,2022,0,7005000029,38,78.39,41,57756,0
1477,18,25,2,2022,11,7005000030,22,1021.53,12,51006,1
1478,18,25,2,2022,5,7005000031,38,117.01,49,25213,0
1479,19,25,2,2022,0,7005000032,62,46.64,14,61335,0
1480,21,25,2,2022,7,7005000033,33,59.37,14,60072,0
1481,21,25,2,2022,8,7005000034,67,669.3,21,4286,1
1482,22,25,2,2022,11,7005000035,22,1165.94,29,68375,1
1483,22,25,2,2022,11,7005000036,22,942.93,29,68375,1
1484,22,25,2,2022,12,7005000037,67,913.21,21,4286,1
1485,22,25,2,2022,8,7005000038,93,840.98,34,14532,1
1486,22,25,2,2022,11,7005000039,49,940.76,12,52576,1
1487,22,25,2,2022,11,7005000040,93,1085.73,34,14532,1
1488,22,25,2,2022,1,7005000041,49,116.77,12,52576,1
1489,22,25,2,2022,11,7005000042,22,1078.92,29,68375,1
1490,22,25,2,2022,11,7005000043,22,964.75,12,51006,1
1491,22,25,2,2022,4,7005000044,93,304.93,34,14532,1
1492,22,25,2,2022,11,7005000045,49,901.2,12,52576,1
1493,22,25,2,2022,11,7005000046,81,1010.74,34,10553,1
1494,22,25,2,2022,11,7005000047,81,1111.8,34,10553,1
1495,23,25,2,2022,11,7005000048,67,907.95,21,4286,1
1496,23,25,2,2022,4,7005000049,81,314.36,34,10553,1
1497,23,25,2,2022,8,7005000050,49,763.4,12,52576,1
1498,23,25,2,2022,11,7005000051,81,898.42,34,10553,1
1499,23,25,2,2022,13,7005000052,22,9.15,29,68375,1
1500,23,25,2,2022,11,7005000053,22,996.11,29,68375,1
1501,23,25,2,2022,8,7005000054,22,659.33,29,68375,1
1502,23,25,2,2022,13,7005000055,22,9.89,29,68375,1
1503,23,25,2,2022,8,7005000056,22,795.06,12,51006,1
1504,23,25,2,2022,8,7005000057,81,811.46,34,10553,1
1505,23,25,2,2022,8,7005000058,81,798.77,34,10553,1
1506,23,25,2,2022,11,7005000059,22,956.7,29,68375,1
1507,23,25,2,2022,8,7005000060,22,741.78,29,68375,1
1508,23,25,2,2022,7,7005000061,44,18.04,48,53801,1
1509,23,25,2,2022,8,7005000062,93,803.49,34,14532,1
1510,0,26,2,2022,4,7005000063,33,183.8,9,33872,0
1511,0,26,2,2022,3,7005000064,22,10.54,29,68375,1
1512,1,26,2,2022,4,7005000065,59,296.89,1,35803,1
1513,1,26,2,2022,2,7005000066,77,13.49,35,45342,1
1514,1,26,2,2022,2,7005000067,47,44.81,49,26339,0
1515,1,26,2,2022,2,7005000068,93,10.91,34,14532,1
1516,1,26,2,2022,4,7005000069,22,307.7,29,68375,1
1517,1,26,2,2022,4,7005000070,93,293.04,34,14532,1
1518,1,26,2,2022,4,7005000071,22,328.75,29,68375,1
1519,2,26,2,2022,4,7005000072,59,315.99,1,35803,1
1520,2,26,2,2022,2,7005000073,22,8.97,12,51006,1
1521,2,26,2,2022,4,7005000074,77,319.32,35,45342,1
1522,3,26,2,2022,4,7005000075,22,306.79,12,51006,1
1523,3,26,2,2022,4,7005000076,93,294.51,34,14532,1
1524,3,26,2,2022,4,7005000077,77,277.87,35,45342,1
1525,3,26,2,2022,4,7005000078,38,114.6,41,57756,0
1526,5,26,2,2022,2,7005000079,33,63.73,24,64874,0
1527,6,26,2,2022,4,7005000080,51,113.31,32,88325,0
1528,7,26,2,2022,4,7005000081,59,306.8,1,35803,1
1529,12,26,2,2022,5,7005000082,73,6.72,38,15449,0
1530,15,26,2,2022,10,7005000083,50,165.61,34,14586,0
1531,15,26,2,2022,7,7005000084,39,45.39,25,39113,0
1532,17,26,2,2022,6,7005000085,53,78.31,13,83643,0
1533,17,26,2,2022,1,7005000086,68,69.77,45,22015,0
1534,17,26,2,2022,4,7005000087,49,310.49,12,52576,1
1535,19,26,2,2022,10,7005000088,67,9.02,17,40202,0
1536,19,26,2,2022,5,7005000089,39,45.27,9,33811,0
1537,19,26,2,2022,0,7005000090,46,88.21,32,87533,0
1538,20,26,2,2022,8,7005000091,49,899.58,12,52576,1
1539,21,26,2,2022,13,7005000092,59,10.64,1,35803,1
1540,22,26,2,2022,4,7005000093,49,316.87,12,52576,1
1541,22,26,2,2022,12,7005000094,77,1134.6,35,45342,1
1542,22,26,2,2022,8,7005000095,81,817.64,34,10553,1
1543,22,26,2,2022,11,7005000096,49,846.25,12,52576,1
1544,22,26,2,2022,11,7005000097,81,909.49,34,10553,1
1545,22,26,2,2022,11,7005000098,93,1091.47,34,14532,1
1546,22,26,2,2022,12,7005000099,81,874.98,34,10553,1
1547,22,26,2,2022,11,7005000100,77,1041.68,35,45342,1
1548,23,26,2,2022,9,7005000101,77,8.13,35,45342,1
1549,23,26,2,2022,12,7005000102,59,951.68,1,35803,1
1550,23,26,2,2022,0,7005000103,93,431.21,34,14532,1
1551,23,26,2,2022,11,7005000104,81,1002.61,34,10553,1
1552,23,26,2,2022,12,7005000105,59,1139.57,1,35803,1
1553,23,26,2,2022,11,7005000106,59,931.07,1,35803,1
1554,23,26,2,2022,11,7005000107,22,1131,12,51006,1
1555,0,27,2,2022,2,7005000108,59,8.9,1,35803,1
1556,0,27,2,2022,12,7005000109,49,1.41,4,92637,0
1557,1,27,2,2022,2,7005000110,42,79.73,20,20687,0
1558,10,27,2,2022,4,7005000111,28,93.29,38,15480,0
1559,11,27,2,2022,12,7005000112,54,4.96,22,48154,0
1560,17,27,2,2022,7,7005000113,33,245.21,9,33872,0
1561,17,27,2,2022,12,7005000114,77,877.52,35,45342,1
1562,21,27,2,2022,5,7005000115,33,37.38,20,21872,0
1563,22,27,2,2022,8,7005000116,59,749.98,1,35803,1
1564,22,27,2,2022,7,7005000117,77,23.01,35,45342,1
1565,23,27,2,2022,5,7005000118,28,71.38,46,5486,0
1566,23,27,2,2022,5,7005000119,39,5.7,22,49854,0
1567,0,28,2,2022,4,7005000120,25,353.39,16,67851,1
1568,0,28,2,2022,1,7005000121,25,116.26,16,67851,1
1569,0,28,2,2022,2,7005000122,28,10.13,12,51632,1
1570,0,28,2,2022,9,7005000123,25,7.3,16,67851,1
1571,1,28,2,2022,2,7005000124,28,10.29,12,51632,1
1572,1,28,2,2022,2,7005000125,48,16.6,49,24927,1
1573,1,28,2,2022,8,7005000126,28,779.79,12,51632,1
1574,2,28,2,2022,2,7005000127,25,11.11,16,67851,1
1575,3,28,2,2022,4,7005000128,48,289.23,49,24927,1
1576,4,28,2,2022,2,7005000129,28,9.07,12,51632,1
1577,4,28,2,2022,12,7005000130,50,59.43,14,60193,0
1578,10,28,2,2022,9,7005000131,62,298.71,14,61335,0
1579,15,28,2,2022,5,7005000132,25,21.29,16,67851,1
1580,20,28,2,2022,12,7005000133,48,1025.34,49,24927,1
1581,21,28,2,2022,10,7662000000,21,1.04,40,29455,0
1582,22,28,2,2022,10,7662000001,48,49.17,49,24927,1
1583,22,28,2,2022,12,7662000002,28,747.73,12,51632,1
1584,22,28,2,2022,11,7662000003,48,869.29,49,24927,1
1585,22,28,2,2022,6,7662000004,33,5.54,4,94558,0
1586,22,28,2,2022,9,7662000005,28,8.66,12,51632,1
1587,22,28,2,2022,11,7662000006,28,946.02,12,51632,1
1588,22,28,2,2022,11,7662000007,28,1238.3,12,51632,1
1589,22,28,2,2022,7,7662000008,25,23.05,16,67851,1
1590,22,28,2,2022,10,7662000009,25,19.64,16,67851,1
1591,23,28,2,2022,7,7662000010,25,18.52,16,67851,1
1592,23,28,2,2022,5,7662000011,78,66.11,45,24070,0
1593,23,28,2,2022,8,7662000012,48,862.09,49,24927,1
1594,23,28,2,2022,12,7662000013,48,880.99,49,24927,1
1595,0,28,2,2022,9,7662000014,31,23.48,27,27522,0
1596,0,28,2,2022,3,7662000015,48,14.69,49,24927,1
1597,1,28,2,2022,12,7662000016,25,788.9,16,67851,1
1598,1,28,2,2022,12,7662000017,25,755.85,16,67851,1
1599,1,28,2,2022,9,7662000018,25,8.3,16,67851,1
1600,1,28,2,2022,12,7662000019,46,744.23,38,19154,1
1601,2,28,2,2022,2,7662000020,48,18.71,49,24927,1
1602,3,28,2,2022,3,7662000021,25,13.1,16,67851,1
1603,9,28,2,2022,9,7662000022,25,7.77,16,67851,1
1604,10,28,2,2022,12,7662000023,65,9.74,35,43760,0
1605,10,28,2,2022,4,7662000024,48,122.68,34,12092,0
1606,11,28,2,2022,0,7662000025,25,559.27,16,67851,1
1607,12,28,2,2022,5,7662000026,49,34.99,31,7980,0
1608,16,28,2,2022,0,7662000027,45,15.82,38,16858,0
1609,17,28,2,2022,5,7662000028,25,21.55,16,67851,1
1610,19,28,2,2022,11,7662000029,48,758.33,49,24927,1
1611,21,28,2,2022,6,7662000030,46,247.83,38,19154,1
1612,22,28,2,2022,11,7662000031,48,896.22,49,24927,1
1613,22,28,2,2022,11,7662000032,28,1022.46,12,51632,1
1614,22,28,2,2022,4,7662000033,48,328.03,49,24927,1
1615,22,28,2,2022,11,7662000034,48,1033.69,49,24927,1
1616,22,28,2,2022,10,7662000035,46,24.37,38,19154,1
1617,23,28,2,2022,1,7662000036,48,113.7,49,24927,1
1618,23,28,2,2022,6,7662000037,25,229.85,16,67851,1
1619,23,28,2,2022,13,7662000038,28,9.68,12,51632,1
1620,23,28,2,2022,8,7662000039,48,796.29,49,24927,1
1621,1,3,1,2022,2,7662000040,32,13.17,50,82514,1
1622,2,3,1,2022,3,7662000041,37,30.67,48,53129,0
1623,2,3,1,2022,2,7662000042,32,11.74,50,82514,1
1624,3,3,1,2022,12,7662000043,65,25.16,12,52217,0
1625,4,3,1,2022,11,7662000044,32,103.03,45,24433,0
1626,5,3,1,2022,1,7662000045,46,101.79,38,19154,1
1627,13,3,1,2022,12,7662000046,36,2,12,50469,0
1628,16,3,1,2022,5,7662000047,46,20.17,38,19154,1
1629,22,3,1,2022,6,7662000048,46,243.17,38,19154,1
1630,23,3,1,2022,10,7662000049,32,19.16,50,82514,1
1631,1,3,2,2022,8,7662000050,31,107.34,23,56672,0
1632,1,3,2,2022,2,7662000051,66,74.45,43,75236,0
1633,1,3,2,2022,2,7662000052,56,10.45,20,21658,1
1634,2,3,2,2022,4,7662000053,62,103.04,38,16839,0
1635,8,3,2,2022,2,7662000054,64,44.48,12,51453,0
1636,11,3,2,2022,3,7662000055,56,12.46,20,21658,1
1637,14,3,2,2022,10,7662000056,43,7.2,43,78248,0
1638,15,3,2,2022,6,7662000057,24,31.35,18,70726,0
1639,16,3,2,2022,0,7662000058,42,75.5,23,55771,0
1640,21,3,2,2022,10,7662000059,15,3.12,14,62668,0
1641,22,3,2,2022,1,7662000060,29,58.79,38,15324,0
1642,22,3,2,2022,12,7662000061,32,830.06,50,82514,1
1643,22,3,2,2022,6,7662000062,32,261.79,50,82514,1
1644,23,3,2,2022,0,7662000063,32,594.09,50,82514,1
1645,23,3,2,2022,1,7662000064,32,130.08,50,82514,1
1646,23,3,2,2022,10,7662000065,32,20.41,50,82514,1
1647,23,3,2,2022,5,7662000066,61,20.96,2,72059,0
1648,23,3,2,2022,7,7662000067,32,19.23,50,82514,1
1649,23,3,2,2022,12,7662000068,56,952.43,20,21658,1
1650,1,3,3,2022,4,7662000069,56,281.19,20,21658,1
1651,1,3,3,2022,3,7662000070,56,10.12,20,21658,1
1652,1,3,3,2022,2,7662000071,56,6.93,20,21658,1
1653,3,3,3,2022,2,7662000072,56,9.85,20,21658,1
1654,4,3,3,2022,2,7662000073,33,57.12,19,1843,0
1655,7,3,3,2022,8,7662000074,64,35.33,38,17058,0
1656,9,3,3,2022,2,7662000075,28,93.06,34,10463,0
1657,11,3,3,2022,11,7662000076,51,9.89,31,7022,0
1658,13,3,3,2022,1,7662000077,25,8.03,2,72042,0
1659,13,3,3,2022,8,7662000078,56,887.89,20,21658,1
1660,13,3,3,2022,6,7662000079,31,1.05,9,32780,0
1661,14,3,3,2022,6,7662000080,42,86.58,18,70808,0
1662,14,3,3,2022,0,7662000081,50,8.97,17,42634,0
1663,16,3,3,2022,10,7662000082,63,23.79,15,47110,0
1664,16,3,3,2022,8,7662000083,56,775.12,20,21658,1
1665,18,3,3,2022,6,7662000084,39,87.27,9,33811,0
1666,18,3,3,2022,1,7662000085,63,8.47,15,46702,0
1667,19,3,3,2022,6,7662000086,30,57.71,34,11955,0
1668,19,3,3,2022,7,7662000087,43,97.37,46,5733,0
1669,20,3,3,2022,7,7662000088,66,16.84,24,64470,0
1670,20,3,3,2022,5,7662000089,41,44.92,34,10604,0
1671,21,3,3,2022,1,7662000090,32,3.42,9,33040,0
1672,21,3,3,2022,12,7662000091,30,46.64,35,44233,0
1673,22,3,3,2022,12,7662000092,56,968.56,20,21658,1
1674,22,3,3,2022,1,7662000093,42,87.28,18,70808,0
1675,23,3,3,2022,11,7662000094,42,7.7,20,20687,0
1676,23,3,3,2022,5,7662000095,45,66.1,29,68031,0
1677,23,3,3,2022,11,7662000096,56,1015.74,20,21658,1
1678,23,3,3,2022,11,7662000097,56,1060.77,20,21658,1
1679,0,3,4,2022,4,7662000098,73,299,22,48206,1
1680,1,3,4,2022,4,7662000099,73,281.28,22,48206,1
1681,1,3,4,2022,4,7662000100,15,64.05,14,62668,0
1682,1,3,4,2022,2,7662000101,73,10.09,22,48206,1
1683,1,3,4,2022,9,7662000102,27,800.75,34,14816,1
1684,2,3,4,2022,2,7662000103,57,60.16,38,16239,0
1685,2,3,4,2022,4,7662000104,73,311.46,22,48206,1
1686,2,3,4,2022,4,7662000105,27,346.75,34,14816,1
1687,3,3,4,2022,4,7662000106,73,309.75,22,48206,1
1688,3,3,4,2022,8,7662000107,40,247.05,47,99160,0
1689,4,3,4,2022,3,7662000108,48,44.34,43,76665,0
1690,4,3,4,2022,8,7662000109,42,54.51,14,62856,0
1691,5,3,4,2022,11,7662000110,64,1.73,24,64630,0
1692,6,3,4,2022,2,7662000111,23,63.09,43,77327,0
1693,6,3,4,2022,9,7662000112,40,27.43,34,12455,0
1694,10,3,4,2022,4,7662000113,31,207.73,10,31605,0
1695,11,3,4,2022,4,7662000114,58,116.74,20,21524,0
1696,14,3,4,2022,11,7662000115,18,11.21,2,72165,0
1697,15,3,4,2022,12,7662000116,43,43.55,15,46254,0
1698,15,3,4,2022,10,7662000117,60,60.25,34,13615,0
1699,17,3,4,2022,0,7662000118,46,20.63,4,92585,0
1700,17,3,4,2022,11,7662000119,25,6.74,50,82501,0
1701,17,3,4,2022,12,7662000120,33,4.27,38,19007,0
1702,19,3,4,2022,8,7662000121,22,122.24,17,40077,0
1703,19,3,4,2022,10,7662000122,44,80.4,31,7060,0
1704,19,3,4,2022,7,7662000123,40,48.46,25,39113,0
1705,21,3,4,2022,12,7662000124,33,5.91,19,1843,0
1706,21,3,4,2022,7,7662000125,47,127.49,14,62067,0
1707,22,3,4,2022,0,7662000126,73,383.07,22,48206,1
1708,22,3,4,2022,11,7662000127,73,987.73,22,48206,1
1709,22,3,4,2022,1,7662000128,27,117.22,34,14816,1
1710,22,3,4,2022,8,7662000129,58,626.15,24,63131,1
1711,23,3,4,2022,7,7662000130,27,15.86,34,14816,1
1712,23,3,4,2022,12,7662000131,58,950.42,24,63131,1
1713,23,3,4,2022,7,7662000132,26,107.2,40,29081,0
1714,0,3,5,2022,3,7662000133,58,9.95,24,63131,1
1715,0,3,5,2022,11,7662000134,39,920.74,9,33760,1
1716,0,3,5,2022,11,7662000135,27,864.43,34,14816,1
1717,1,3,5,2022,2,7662000136,47,61.6,34,12037,0
1718,1,3,5,2022,0,7662000137,39,465.34,9,33760,1
1719,2,3,5,2022,4,7662000138,46,96.01,1,35747,0
1720,2,3,5,2022,11,7662000139,39,1051.32,9,33760,1
1721,2,3,5,2022,12,7662000140,39,803.93,9,33760,1
1722,3,3,5,2022,9,7662000141,39,8.9,9,33760,1
1723,3,3,5,2022,3,7662000142,73,11.01,22,48206,1
1724,5,3,5,2022,11,7662000143,68,6.32,38,15432,0
1725,13,3,5,2022,4,7662000144,73,306.3,22,48206,1
1726,13,3,5,2022,5,7662000145,58,23.38,16,67556,0
1727,13,3,5,2022,1,7662000146,60,10.87,25,39665,0
1728,14,3,5,2022,7,7662000147,47,52.69,18,70531,0
1729,15,3,5,2022,6,7662000148,27,261.6,34,14816,1
1730,15,3,5,2022,1,7662000149,39,65.89,49,25213,0
1731,16,3,5,2022,11,7662000150,58,914.49,24,63131,1
1732,16,3,5,2022,4,7662000151,73,335.29,22,48206,1
1733,20,3,5,2022,1,7662000152,15,9.1,14,62668,0
1734,20,3,5,2022,6,7662000153,43,44.62,48,54154,0
1735,22,3,5,2022,11,7662000154,58,1209.7,24,63131,1
1736,22,3,5,2022,12,7662000155,45,4.37,4,90650,0
1737,22,3,5,2022,7,7662000156,72,98.16,49,25106,0
1738,22,3,5,2022,7,7662000157,58,18.69,24,63131,1
1739,22,3,5,2022,5,7662000158,39,18.58,9,33760,1
1740,23,3,5,2022,4,7662000159,58,292.07,24,63131,1
1741,23,3,5,2022,5,7662000160,39,19.36,9,33760,1
1742,23,3,5,2022,0,7662000161,27,397.71,34,14816,1
1743,23,3,5,2022,8,7662000162,58,733.72,24,63131,1
1744,0,3,6,2022,4,7662000163,39,371.98,9,33760,1
1745,0,3,6,2022,9,7662000164,31,7.52,24,64114,1
1746,0,3,6,2022,9,7662000165,39,6.98,9,33760,1
1747,1,3,6,2022,11,7662000166,31,1039.27,24,64114,1
1748,2,3,6,2022,0,7662000167,49,5.56,22,48202,0
1749,5,3,6,2022,9,7662000168,65,7.26,38,16048,0
1750,5,3,6,2022,9,7662000169,39,7.86,9,33760,1
1751,8,3,6,2022,12,7662000170,39,866.88,9,33760,1
1752,8,3,6,2022,4,7662000171,63,92.8,4,92210,0
1753,9,3,6,2022,2,7662000172,32,86.9,38,17060,0
1754,11,3,6,2022,3,7662000173,41,77.78,18,70774,0
1755,17,3,6,2022,7,7662000174,31,19.58,24,64114,1
1756,18,3,6,2022,5,7662000175,47,29.75,49,26339,0
1757,20,3,6,2022,10,7662000176,27,100.21,48,53120,0
1758,20,3,6,2022,10,7662000177,39,17.82,9,33760,1
1759,20,3,6,2022,7,7662000178,48,94.58,4,91321,0
1760,20,3,6,2022,5,7662000179,46,77.43,32,87533,0
1761,22,3,6,2022,0,7662000180,34,35.14,1,36869,0
1762,22,3,6,2022,5,7662000181,31,20.63,24,64114,1
1763,22,3,6,2022,1,7662000182,31,118.06,24,64114,1
1764,22,3,6,2022,13,7662000183,39,8.29,9,33760,1
1765,23,3,6,2022,7,7662000184,46,52.27,14,61477,0
1766,23,3,6,2022,5,7662000185,39,18.86,9,33760,1
1767,23,3,6,2022,10,7662000186,39,19.38,9,33760,1
